id,emergence_weight,Size.PC1,Shape.PC1,wing.loading,thorax,abdomen,dry.mass
577.2,0.5142,-0.910698803,-0.401687888,0.065026873,0.0631,0.0611,0.1242
577.3,0.3653,-4.700938072,-1.960417774,0.062067794,0.0414,0.0319,0.0733
601.1,0.402,-1.579980815,1.670837696,0.05358571,0.0649,0.0686,0.1335
601.2,0.4598,-1.144900736,0.573593485,0.061339381,0.0678,0.065,0.1328
602.1,0.6759,2.665262933,-1.241287712,0.067813785,0.0906,0.0939,0.1845
602.2,0.6581,2.885681615,-0.087763395,0.065106846,0.0867,0.0944,0.1811
602.3,0.6576,2.909380085,-0.385473961,0.0649225,0.0859,0.0922,0.1781
602.4,0.6149,1.474584409,-1.286316369,0.066518823,0.084,0.092,0.176
604.1,0.5762,0.096091973,-0.53524805,0.067812169,0.0723,0.0734,0.1457
604.2,0.5756,0.157446856,0.001920186,0.06852381,0.0717,0.0722,0.1439
604.3,0.6684,0.802879195,0.488803207,0.075636528,NA,NA,NA
606.1,0.5312,0.45794577,-0.129258205,0.062508826,0.0675,0.0784,0.1459
606.2,0.5272,-0.108437513,0.309595278,0.063590857,0.0741,0.0671,0.1412
606.3,0.496,-0.887406831,0.516663819,0.062800709,NA,NA,NA
607.1,0.6063,0.444294032,0.142023128,0.07016549,0.0777,0.0788,0.1565
607.2,0.6145,0.335846451,-0.632415397,0.071436875,0.0801,0.0833,0.1634
609.1,0.6491,1.035236806,-0.612560154,0.071826934,0.0844,0.1015,0.1859
610.1,0.6779,1.486330544,-0.497518681,0.072990579,NA,NA,NA
610.2,0.6744,1.435618772,-1.005884158,0.073101729,NA,NA,NA
610.3,0.6691,0.973946624,0.229587052,0.074593088,NA,NA,NA
610.4,0.6958,1.637090937,-0.803652706,0.073412112,0.0828,0.0842,0.167
611.1,0.506,0.357119652,0.188359682,0.059153612,NA,NA,NA
611.2,0.7565,1.825812404,-0.128234866,0.079648347,NA,NA,NA
611.3,0.6606,0.955553735,0.193161308,0.07326568,0.0773,0.0995,0.1768
612.1,0.6519,-0.539730312,2.302245142,0.081528264,NA,NA,NA
614.2,0.4535,-0.087587068,-0.194123236,0.054428709,0.0651,0.0627,0.1278
616.1,0.5481,1.014655963,-0.249199493,0.060383387,0.0711,0.0809,0.152
617.1,0.5977,0.669267467,-0.501164845,0.068218912,0.0765,0.0808,0.1573
617.3,0.5098,1.325304373,0.775934171,0.055798172,0.0717,0.0649,0.1366
617.4,0.5519,1.571477981,-0.044498453,0.059175468,0.0745,0.0734,0.1479
618.1,0.6836,1.094407906,0.324606367,0.075816559,0.077,0.0838,0.1608
618.2,0.4838,0.262298915,0.295543772,0.056495592,0.0706,0.0604,0.131
619.1,0.5877,-0.608809556,0.68328501,0.072654222,NA,NA,NA
619.2,0.5371,-1.093145126,0.727358617,0.069164896,0.0604,0.0731,0.1335
621.1,0.3041,-2.789169015,-0.085726762,0.044300386,0.0437,0.0409,0.0846
623.1,0.5866,0.768627654,-0.947919245,0.065895304,NA,NA,NA
623.2,0.6151,1.126324973,-0.472785401,0.067824457,0.0748,0.0684,0.1432
623.4,0.628,1.968981739,-0.280929174,0.06588334,0.0808,0.0847,0.1655
624.1,0.544,-1.14045936,1.428049632,0.070429829,0.0668,0.0664,0.1332
624.2,0.4185,-2.758433039,1.211770205,0.06233244,0.0566,0.0499,0.1065
626.1,0.5924,0.985278788,-0.416718058,0.066212138,0.0685,0.0755,0.144
631.1,0.73,2.843843748,-0.494229723,0.072575434,0.0909,0.1053,0.1962
631.2,0.6488,2.395029805,-1.509874809,0.065538664,0.0831,0.0853,0.1684
631.3,0.65,2.571652169,-1.235029775,0.06508461,0.0833,0.0977,0.181
631.4,0.606,1.352852519,-1.717480814,0.065354543,0.0751,0.0801,0.1552
638.1,0.4565,-2.050296866,0.350871293,0.063398375,0.0567,0.0517,0.1084
638.2,0.3886,-2.910335168,-0.014557132,0.057408775,0.0441,0.0506,0.0947
640.1,0.5186,-0.076550633,-0.393388721,0.061470989,0.068,0.0746,0.1426
640.2,0.5832,0.359122948,-0.430340768,0.067762737,0.078,0.0927,0.1707
641.1,0.6673,-0.83460292,0.346663857,0.084414927,0.0707,0.0963,0.167
643.1,0.5474,-0.951268071,0.438100486,0.069251692,0.063,0.0854,0.1484
643.2,0.6251,-0.021125819,0.533204924,0.073845245,NA,NA,NA
645.1,0.3301,-2.468303179,0.41061972,0.047356718,0.0489,0.0416,0.0905
646.1,0.4902,-0.64513002,2.895257727,0.060958776,0.0623,0.064,0.1263
646.2,0.48,-1.945795544,1.811938728,0.065857172,NA,NA,NA
648.1,0.5386,0.504545787,-1.07855836,0.061997122,0.0678,0.0775,0.1453
648.2,0.5989,0.2786537,1.044305841,0.070595863,NA,NA,NA
649.1,0.6822,0.877033375,-0.384673688,0.076091685,0.0803,0.1028,0.1831
651.1,0.3305,-5.558675121,1.682860695,0.060293715,0.0371,0.0307,0.0678
652.1,0.7027,1.813471671,-0.161380273,0.073201729,0.0864,0.0866,0.173
652.2,0.6744,1.768011931,-1.304853106,0.071433111,0.0827,0.0808,0.1635
652.3,0.6217,1.2221452,-1.301461827,0.067704873,0.0767,0.0775,0.1542
653.2,0.6351,-0.869119534,-0.348064654,0.08017927,NA,NA,NA
653.3,0.678,0.586628073,-0.706877067,0.078020713,0.0788,0.0983,0.1771
701.1,0.3737,-2.734304972,0.016964416,0.053991187,0.0489,0.044,0.0929
702.1,0.5278,-0.450985512,-1.931512314,0.064076727,0.068,0.0513,0.1193
702.2,0.5481,0.645758057,-0.732753771,0.062733204,NA,NA,NA
703.1,0.5437,0.662976232,2.311474285,0.061473232,0.0655,0.0836,0.1491
704.1,0.4939,0.166551044,1.580627264,0.058755651,0.0634,0.0601,0.1235
706.1,0.5175,-0.039472734,2.253987706,0.062469821,0.0605,0.0662,0.1267
710.1,0.5587,0.386646535,-1.989379976,0.065364142,0.0685,0.0678,0.1363
710.2,0.6492,2.017511924,-1.452368306,0.068078859,NA,NA,NA
712.1,0.6271,0.808220079,-1.066756284,0.07009445,0.0728,0.0728,0.1456
716.1,0.4802,-0.582204109,-0.112537549,0.059800747,0.0593,0.0629,0.1222
717.1,0.5394,0.748369238,0.514435536,0.061428083,NA,NA,NA
717.3,0.4637,-0.664795093,-0.789377655,0.057520313,0.0581,0.0501,0.1082
718.1,0.4472,-0.138925817,0.142874253,0.053531243,NA,NA,NA
718.2,0.5433,0.029213216,-0.93435696,0.064053289,0.0763,0.0742,0.1505
719.1,0.8434,0.925996528,0.303245261,0.094657688,0.0814,0.0927,0.1741
722.1,0.6877,1.04977746,-1.717061874,0.075884138,0.077,0.0843,0.1613
726.1,0.5659,0.71079367,0.221474265,0.064714964,0.073,0.0748,0.1478
727.1,0.3757,-1.891707374,0.448603252,0.051360219,0.055,0.0424,0.0974
728.2,0.7205,1.414486253,0.149666552,0.0782132,0.0771,0.1007,0.1778
729.1,0.6662,1.40498461,0.327639663,0.072271642,NA,NA,NA
730.1,0.5767,0.461077091,-0.586363486,0.066112576,0.0693,0.0752,0.1445
731.1,0.7117,1.924789099,-2.610200062,0.074679958,0.0954,0.0957,0.1911
731.2,0.5036,1.378705166,-0.44166841,0.054768896,0.077,0.0629,0.1399
731.3,0.4843,-0.230238054,0.869094804,0.058104379,NA,NA,NA
733.1,0.5187,-0.351773877,-0.80461403,0.062607121,0.07,0.0782,0.1482
733.2,0.6471,0.62823866,-0.553984526,0.073188939,NA,NA,NA
733.3,0.6423,0.860761842,-1.59465776,0.071505706,0.0817,0.0806,0.1623
736.1,0.6006,0.275750877,-0.306692881,0.069642857,0.0709,0.0721,0.143
738.1,0.5949,0.910949182,-0.535367767,0.06688779,0.0783,0.0671,0.1454
740.1,0.3756,-3.108560592,1.812463309,0.056835893,0.053,0.0578,0.1108
741.1,0.638,0.504867057,-0.093308781,0.072868483,0.0747,0.0858,0.1605
741.2,0.7257,2.306142237,-0.497753493,0.074606765,NA,NA,NA
742.1,0.4116,0.239484492,0.560508613,0.04809816,0.0684,0.0488,0.1172
743.1,0.5077,0.283218824,-0.315889643,0.060203961,0.0614,0.058,0.1194
744.1,0.5792,-0.296754347,0.429153885,0.07026568,NA,NA,NA
744.2,0.591,-1.221327551,-2.843790737,0.076282672,0.0717,0.076,0.1477
745.1,0.4029,-2.907973132,-2.304776995,0.058843289,0.0489,0.0416,0.0905
748.1,0.7035,3.616274889,0.538225404,0.066717246,NA,NA,NA
748.2,0.8187,3.563665581,0.507504289,0.077845393,0.1022,0.0969,0.1991
748.3,0.7021,2.178927488,-3.659285325,0.072884875,0.0792,0.1016,0.1808
749.1,0.5861,1.34402256,-1.864854271,0.063509779,0.0758,0.0754,0.1512
752.1,0.5106,0.426482536,-0.308295544,0.059141715,NA,NA,NA
754.1,0.5408,-0.377255714,0.374333664,0.065491977,0.0703,0.0711,0.1414
757.1,0.6557,0.131978823,1.020677594,0.077104892,0.0731,0.0711,0.1442
759.1,0.5108,1.291068277,0.577174255,0.055883157,0.0648,0.0655,0.1303
759.2,0.6079,1.510229549,-0.51512863,0.065594821,NA,NA,NA
759.3,0.428,-0.716614936,-0.465266436,0.05370138,0.0574,0.0544,0.1118
760.1,0.5257,-0.451983369,-0.982494338,0.064012177,0.0704,0.0699,0.1403
766.1,0.6527,2.705153326,0.325099056,0.065198282,NA,NA,NA
766.2,0.6832,3.37969964,1.152497851,0.065736553,0.0892,0.083,0.1722
767.1,0.5307,-0.933057549,0.608863236,0.067121988,NA,NA,NA
767.2,0.663,1.168759852,1.182941861,0.073154585,0.0738,0.0952,0.169
769.1,0.711,1.634940535,-0.615873644,0.076046847,0.0842,0.0757,0.1599
770.1,0.7178,2.137146502,-0.303550665,0.073654507,0.0794,0.0918,0.1712
770.2,0.7462,2.215498133,0.176435338,0.07674586,NA,NA,NA
805.1,0.7205,2.062087915,0.306966856,0.075547866,0.0867,0.101,0.1877
805.2,0.5364,1.257438093,0.459002247,0.058822239,0.0795,0.074,0.1535
805.3,0.599,0.150706429,-2.490731361,0.070342317,0.0735,0.0731,0.1466
805.4,0.5677,1.894971799,-1.092180333,0.059786215,0.0883,0.0804,0.1687
806.1,0.6345,1.052513154,-0.698245543,0.069771278,0.0746,0.0811,0.1557
806.2,0.7989,2.345510374,0.096863232,0.081917457,0.0864,0.1062,0.1926
808.1,0.6713,1.872568657,-0.841179053,0.071131126,0.0914,0.0886,0.18
808.2,0.6333,1.195704297,-1.286204026,0.069497942,0.079,0.0969,0.1759
810.2,0.4968,-0.789347764,-1.653601846,0.061995383,0.0569,0.0592,0.1161
811.1,0.6317,1.556606326,0.602998271,0.067659187,0.0816,0.0897,0.1713
811.2,0.5435,0.306762633,-0.502353031,0.063098624,0.0699,0.0742,0.1441
813.1,0.6095,0.360233872,-0.294854279,0.071701665,0.075,0.1077,0.1827
815.1,0.7342,2.213349906,-0.248268672,0.075484501,0.0809,0.0946,0.1755
815.2,0.8226,0.848900281,-0.629491218,0.092912408,0.072,0.0651,0.1371
818.1,0.3147,-3.456759323,-1.546333391,0.047961594,0.0384,0.0306,0.069
818.2,0.5368,-1.505827167,-1.760106049,0.07043233,0.0598,0.0693,0.1291
819.1,0.6285,1.541540612,0.000549352,0.067555221,0.0769,0.0767,0.1536
821.1,0.4968,-1.473200536,-0.173329788,0.066226755,0.055,0.0775,0.1325
821.2,0.5993,0.34452454,0.825910207,0.06986477,NA,NA,NA
822.1,0.6293,0.633461658,-2.257375183,0.071482933,0.0687,0.0802,0.1489
822.2,0.6326,1.370024871,1.377315517,0.069234979,0.0795,0.0946,0.1741
823.1,0.612,0.546142837,0.218345892,0.071038886,0.069,0.0711,0.1401
823.2,0.4414,-1.758563497,0.888704181,0.059252299,0.051,0.0471,0.0981
823.3,0.5475,0.401504618,-0.228044799,0.063978966,NA,NA,NA
824.1,0.6181,0.362601357,0.419449274,0.071734463,NA,NA,NA
824.2,0.6373,1.426176566,0.914412346,0.069207797,0.0782,0.0793,0.1575
827.1,0.5692,0.276736625,0.684774099,0.066105337,0.0703,0.0706,0.1409
827.3,0.5283,0.07142785,-0.6781812,0.061789474,0.062,0.0583,0.1203
828.1,0.5921,-0.21225171,0.137466128,0.071462193,0.0671,0.0826,0.1497
828.2,0.549,-0.702787309,0.52023912,0.068974182,0.0644,0.0806,0.145
829.1,0.4726,-0.090579149,-0.122179142,0.056636108,0.0594,0.0645,0.1239
830.1,0.4038,-1.953716613,-1.663646798,0.055394746,0.0528,0.0513,0.1041
831.1,0.5913,1.642886963,1.767397929,0.063800173,NA,NA,NA
834.1,0.6292,0.708311497,-1.123218896,0.070879802,0.0719,0.0944,0.1663
834.2,0.6696,1.956349486,0.857078929,0.070461959,NA,NA,NA
836.1,0.4213,-0.454023355,-0.684281638,0.052021979,0.0754,0.0532,0.1286
839.1,0.6255,1.139940796,-0.017033586,0.069119841,0.0755,0.1001,0.1756
839.2,0.5921,-0.017774621,1.442003108,0.070884712,NA,NA,NA
844.2,0.6895,2.990516006,-0.351944167,0.067412984,0.0842,0.1048,0.189
845.1,0.5568,0.56518216,1.287802462,0.064269637,NA,NA,NA
845.2,0.6843,1.791691831,-1.517179081,0.072523979,0.0889,0.1021,0.191
846.1,0.5211,-0.881401655,-0.109902116,0.06563799,0.0622,0.0629,0.1251
846.2,0.5456,-2.094099676,-1.240500139,0.075688423,0.0568,0.0586,0.1154
849.1,0.6701,2.028234937,0.441025983,0.069944157,0.0817,0.0827,0.1644
849.2,0.7196,3.0006318,0.265722179,0.071219319,0.0927,0.0949,0.1876
852.1,0.5818,-0.208909249,-0.128681516,0.070079499,0.0724,0.0976,0.17
852.2,0.4784,-2.667767855,-3.283293571,0.067432518,0.0574,0.0752,0.1326
900.1,0.5546,1.115901829,-0.119176937,0.061417497,0.0817,0.0648,0.1465
901.1,0.7787,2.082269637,1.162754366,0.081475281,0.0881,0.0939,0.182
901.2,0.3873,-3.541608388,-1.713473347,0.05921113,0.0469,0.0401,0.087
902.1,0.6104,2.576165752,-0.269076579,0.061408451,0.0824,0.0846,0.167
902.2,0.4951,-1.251532672,-0.574673864,0.063690744,0.0591,0.0602,0.1193
904.1,0.6318,0.391344445,1.08718746,0.073065803,NA,NA,NA
904.2,0.6304,1.097603212,0.134992228,0.069415845,0.0795,0.0835,0.163
904.3,0.5992,0.435765182,-0.508154553,0.068822144,0.0712,0.0748,0.146
904.4,0.563,-0.247893457,0.306321526,0.068184571,NA,NA,NA
905.1,0.8068,0.338571184,0.876035709,0.093190875,0.0729,0.0979,0.1708
905.2,0.6954,-0.747095344,1.907328811,0.086773147,0.0683,0.0886,0.1569
906.1,0.5025,-0.357952545,-0.415145405,0.061441585,0.0594,0.0629,0.1223
907.1,0.4156,-2.166672269,1.126130264,0.057582265,0.052,0.0437,0.0957
909.1,0.6417,0.615639612,1.55505776,0.072615141,0.0757,0.075,0.1507
910.1,0.5619,0.871773216,-0.836896993,0.062260388,0.0722,0.0803,0.1525
910.2,0.6351,1.16990192,0.102755199,0.069542842,0.0805,0.0873,0.1678
910.3,0.5914,0.498207536,-1.356797891,0.067139695,0.0741,0.091,0.1651
911.1,0.6162,0.314523829,-0.497082468,0.072498382,0.074,0.0668,0.1408
911.2,0.6456,0.29197292,-0.28070808,0.074588412,NA,NA,NA
913.1,0.7006,2.222489697,-0.494684789,0.072736711,0.0876,0.0919,0.1795
914.1,0.7139,2.753286278,1.994902327,0.071662317,NA,NA,NA
915.1,0.4742,-2.963153648,0.148315205,0.071179826,NA,NA,NA
915.2,0.2927,-4.869833564,0.529869794,0.050997474,0.0404,0.0323,0.0727
920.1,0.697,1.849119398,0.255473071,0.073499947,0.0917,0.0982,0.1899
921.1,0.452,0.321990868,-0.681991933,0.053054757,0.0635,0.0598,0.1233
921.2,0.4126,0.555124933,1.710819927,0.047785048,0.057,0.057,0.114
923.1,0.5739,0.207842632,-0.581520272,0.067760789,0.0727,0.0736,0.1463
923.2,0.5895,0.103545626,0.152828487,0.069157672,NA,NA,NA
923.3,0.6571,0.509972045,0.279037094,0.075746398,NA,NA,NA
924.1,0.6515,0.861473443,0.822869544,0.072976757,0.0731,0.0822,0.1553
924.2,0.5742,0.584746506,-1.02173459,0.065462008,0.0751,0.0753,0.1504
924.3,0.5675,0.341206782,-0.209857345,0.066165326,0.0732,0.0748,0.148
925.2,0.531,-0.62600457,-0.278747538,0.065293575,0.0672,0.0646,0.1318
926.1,0.5289,0.621184692,1.344879442,0.060047684,0.0831,0.079,0.1621
926.2,0.5978,1.268786259,1.739538703,0.065063126,0.0816,0.0729,0.1545
928.1,0.6253,1.558546144,0.768716298,0.067805248,NA,NA,NA
928.2,0.5088,-0.683130181,0.47692436,0.062943032,0.066,0.0757,0.1417
929.1,0.4963,-2.269321823,-0.526628146,0.06952928,0.0614,0.0698,0.1312
929.2,0.3353,-3.529761737,-1.337050748,0.05122212,0.0473,0.0391,0.0864
934.1,0.595,0.321997671,-0.416943417,0.069737459,NA,NA,NA
935.1,0.5692,-0.177257971,-0.508065809,0.06849991,0.068,0.0763,0.1443
938.1,0.4982,-0.552047059,0.159069588,0.061377356,0.0659,0.0671,0.133
938.2,0.6135,1.156241187,0.277018324,0.067354669,NA,NA,NA
938.3,0.5562,1.197526645,-0.858514151,0.061215056,NA,NA,NA
938.4,0.5806,0.656354694,-1.224572757,0.06566759,0.0756,0.0762,0.1518
939.3,0.614,1.161714473,0.050707252,0.067602532,0.078,0.0826,0.1606
940.1,0.776,1.809322126,0.044818944,0.081865176,0.093,0.0987,0.1917
944.1,0.5908,1.026493338,0.894110452,0.065066079,0.081,0.0747,0.1557
944.2,0.5192,-0.690525379,-0.494404695,0.064633387,NA,NA,NA
946.1,0.5887,-0.803218898,0.111306469,0.073381116,NA,NA,NA
946.2,0.5796,0.560148454,-0.652933765,0.066947733,0.0717,0.0712,0.1429
948.1,0.5104,-0.707104949,2.066617714,0.063537906,NA,NA,NA
949.2,0.5294,-1.145815133,-0.4216295,0.067624705,0.0607,0.0658,0.1265
949.3,0.4628,-1.970041041,-0.203238698,0.063090451,0.0478,0.0522,0.1
1000.1,0.5884,1.583942407,-1.83103147,0.063507825,0.0652,0.0791,0.1443
1000.2,0.6471,1.548816305,1.168268136,0.070127337,0.0761,0.083,0.1591
1000.3,0.8111,3.151274586,1.261059841,0.078969915,0.0941,0.1031,0.1972
1001.2,0.5239,-0.047022253,-0.320077879,0.062243079,0.0624,0.0735,0.1359
1001.3,0.5173,0.482740825,0.872973913,0.060421655,0.0665,0.0879,0.1544
1001.4,0.5758,-0.049877482,0.057532734,0.069298351,0.07,0.0976,0.1676
1001.5,0.5071,-1.273746908,-1.254261284,0.066071661,0.0633,0.0754,0.1387
1003.1,0.7418,0.172457959,-0.216705564,0.087859765,NA,NA,NA
1003.2,0.8049,2.744682206,-1.08039705,0.079791822,NA,NA,NA
1003.3,0.6551,2.376802537,-0.228610437,0.067103713,0.0833,0.0759,0.1592
1004.1,0.5381,1.917260076,-0.695398435,0.057080726,0.0671,0.0676,0.1347
1005.1,0.4549,-1.779331969,-0.669146176,0.061556157,0.0534,0.0523,0.1057
1006.1,0.5844,0.165404421,-1.29058849,0.068171479,0.0711,0.0767,0.1478
1008.1,0.5382,-0.143055374,-0.838572136,0.06539887,0.0693,0.0743,0.1436
1008.2,0.6806,1.446166607,-0.22280892,0.072967033,0.0858,0.0937,0.1795
1009.1,0.6448,0.551192119,0.853697423,0.072731374,0.0767,0.0868,0.1635
1009.2,0.6825,1.906510489,-1.583720043,0.071819425,NA,NA,NA
1010.1,0.5708,0.67968801,-1.303306522,0.064709217,NA,NA,NA
1010.2,0.6592,2.115646882,-0.572693354,0.067874794,0.0859,0.0926,0.1785
1014.1,0.5215,-2.1181475,1.06833595,0.072144982,NA,NA,NA
1014.3,0.6979,0.895900436,0.529085303,0.078143545,0.0844,0.1002,0.1846
1016.1,0.5562,1.021510927,-0.037137777,0.061858422,NA,NA,NA
1016.2,0.2196,-4.246891915,-0.215111855,0.035949906,0.0308,0.0307,0.0615
1017.1,0.6029,1.37996528,-0.252397492,0.065143166,0.0754,0.0839,0.1593
1018.1,0.6843,1.237413554,1.297570642,0.075255691,0.0843,0.1048,0.1891
1020.1,0.501,-0.127330134,0.980237926,0.060368719,NA,NA,NA
1020.2,0.4711,-0.568734741,-0.72232797,0.058649237,0.0689,0.0686,0.1375
1022.1,0.603,1.204675701,0.854838024,0.06653059,0.0789,0.07,0.1489
1025.1,0.5796,-0.207508984,0.122864267,0.069902913,NA,NA,NA
1025.2,0.6224,2.073956842,0.77289439,0.065237671,NA,NA,NA
1026.1,0.6308,1.054912853,-0.474177345,0.070713525,NA,NA,NA
1027.1,0.5441,0.73643323,-0.498093129,0.061155446,0.0766,0.068,0.1446
1028.1,0.4716,0.086574746,-1.095947775,0.055161121,0.0708,0.0623,0.1331
1029.1,0.6058,2.429746754,-0.292572262,0.062222679,0.0814,0.0806,0.162
1029.2,0.5985,1.85610285,0.86153661,0.06316956,NA,NA,NA
1029.3,0.727,1.578235478,0.062464873,0.077774806,NA,NA,NA
1030.1,0.5673,0.891353869,-0.434831124,0.063824042,NA,NA,NA
1030.2,0.6719,2.51358868,0.98849951,0.067704555,0.0898,0.0882,0.178
1032.1,0.5319,-0.601048861,1.046551076,0.065601875,0.0636,0.0647,0.1283
1033.1,0.525,-0.954343791,-0.3354561,0.06738112,0.0574,0.0608,0.1182
1033.2,0.6871,1.675571979,0.521351989,0.073695501,0.0773,0.0775,0.1548
1034.1,0.549,-0.747799304,-3.143098308,0.068033955,0.0678,0.0891,0.1569
1034.2,0.5507,-0.097613566,-1.073852339,0.066808201,0.0815,0.0744,0.1559
1035.2,0.5124,-1.713279647,1.629931623,0.06854391,0.0548,0.0659,0.1207
1037.2,0.5608,0.478333302,1.252473567,0.065567637,0.0794,0.0744,0.1538
1038.1,0.5387,0.198485248,-1.100792094,0.063428706,NA,NA,NA
1038.2,0.4438,-1.734202326,-0.146993203,0.059410977,0.0671,0.0595,0.1266
1041.1,0.5123,-0.107514238,0.494092906,0.061342274,0.0715,0.0775,0.149
1041.2,0.5725,0.307020066,0.781627255,0.066841798,0.0756,0.0892,0.1648
1042.1,0.4991,-0.625322518,0.490699747,0.061243021,0.0659,0.072,0.1379
1042.2,0.6533,1.190625064,1.297564352,0.072508324,NA,NA,NA
1043.1,0.6228,1.120009126,-1.756562324,0.069303956,0.0947,0.0756,0.1703
1043.2,0.7233,1.092597921,-0.408052207,0.081553726,NA,NA,NA
1045.1,0.5813,0.05975212,-3.314351684,0.067742687,0.0717,0.087,0.1587
1054.1,0.702,1.208448573,1.233647618,0.077053949,NA,NA,NA
1054.2,0.6177,1.612781824,0.295534657,0.06611013,0.0791,0.083,0.1621
1055.1,0.3587,-4.084189602,-3.192624398,0.057511624,0.0422,0.0445,0.0867
1058.1,0.4947,-0.30204237,0.422831768,0.059952736,NA,NA,NA
1058.2,0.4865,-0.7429644,0.275550255,0.061072056,NA,NA,NA
1058.3,0.563,-0.017202462,-1.027800987,0.066520943,NA,NA,NA
1059.1,0.6763,1.986788908,0.340472597,0.071797866,NA,NA,NA
1059.2,0.6204,0.787482743,-0.209699687,0.069388212,NA,NA,NA
1059.3,0.7395,1.625622225,-0.096200659,0.079644588,NA,NA,NA
1059.4,0.6333,1.093497345,-1.390992459,0.070195079,NA,NA,NA
1061.1,0.6759,0.054124914,-0.684908154,0.079573817,0.0807,0.0819,0.1626
1061.2,0.6961,0.943882197,0.236541057,0.077698404,0.0829,0.0878,0.1707
1062.1,0.5739,0.618764668,0.61630403,0.06617469,NA,NA,NA
1062.2,0.6222,0.599767778,0.31031899,0.070905983,0.0809,0.1053,0.1862
1004.1B,0.5261,-0.242300431,-0.885449738,0.064002433,0.062,0.0682,0.1302
1004.2B,0.4727,-1.369142112,-0.601522255,0.061823176,0.0683,0.0785,0.1468
1006.1B,0.5413,0.629259327,0.850886352,0.061676067,0.0696,0.0713,0.1409
1006.2B,0.3568,-2.181767607,1.128504921,0.049302197,0.0518,0.0511,0.1029
1006.3B,0.5877,0.210923833,0.082583112,0.068572429,0.0739,0.0858,0.1597
1017.1B,0.5059,-1.223356169,2.266215098,0.066334492,NA,NA,NA
1018.1B,0.5388,-0.686853428,0.367093873,0.066522625,0.0571,0.0674,0.1245
1026.1B,0.4456,-4.014257243,-0.815970752,0.070657258,0.0424,0.0427,0.0851
1029.1B,0.5596,0.477562839,-1.878499299,0.064251679,0.0721,0.0804,0.1525
1037.1B,0.5237,0.036431357,-1.017848794,0.0622526,0.0716,0.062,0.1336
1037.2B,0.6223,1.19418109,-0.268424965,0.069670846,0.0853,0.0806,0.1659
1038.1B,0.4566,-1.878908681,-0.374563752,0.061577883,0.056,0.053,0.109
1042.1B,0.5227,-1.122242104,-1.09087515,0.065851969,0.0691,0.0653,0.1344
1042.2B,0.5555,-2.101925006,-0.077381441,0.07660484,0.055,0.0482,0.1032
1043.1B,0.5577,-0.724156714,-0.000481229,0.069309638,0.0672,0.0604,0.1276
1054.1B,0.7155,-0.242397472,2.882320359,0.087533643,NA,NA,NA
1054.2B,0.72,0.433484954,2.870986107,0.084220377,NA,NA,NA
1057.1EA,0.4054,-2.393087331,0.883600033,0.057130778,0.0472,0.0563,0.1035
1057.1EB,0.3317,-3.552715812,-2.158419168,0.050452506,0.0721,0.0721,0.1442
401.1B,0.6714,1.691057396,1.363557766,0.072224613,0.075,0.1084,0.1834
401.2B,0.5557,0.887326724,0.115978666,0.062259817,0.0723,0.0774,0.1497
402.1B,0.5001,0.361506067,0.406007493,0.058480968,0.0711,0.0766,0.1477
407.1B,0.7389,0.846182477,0.597634061,0.083961139,0.082,0.1056,0.1876
407.2B,0.6391,1.05543551,-0.721728658,0.07057979,0.0824,0.0877,0.1701
408.1B,0.7464,2.554598245,-0.094489367,0.075462542,0.0989,0.1028,0.2017
408.2B,0.7736,2.624235562,0.099440461,0.077811306,0.1027,0.1105,0.2132
408.3B,0.7536,2.56053091,0.344306041,0.075822517,0.0913,0.1049,0.1962
411.1B,0.6809,1.995186945,1.285818652,0.07153438,NA,NA,NA
411.2B,0.6326,1.44316986,1.004783533,0.068790779,NA,NA,NA
415.3B,0.5688,1.216654843,0.916045186,0.062698413,0.0723,0.1097,0.182
416.1B,0.4971,-0.820120812,0.072300661,0.062828615,0.0669,0.097,0.1639
421.1B,0.582,1.081641793,1.035559905,0.064760209,0.0705,0.0731,0.1436
421.2B,0.6709,1.900202551,0.790159453,0.070468988,NA,NA,NA
426.1B,0.5475,-0.215022054,0.353857152,0.066662608,NA,NA,NA
426.2B,0.6196,0.841279236,-0.888503419,0.069641452,0.0795,0.1032,0.1827
428.1B,0.663,1.639072831,0.069616244,0.070025349,0.0775,0.0898,0.1673
428.2B,0.3099,-5.674694245,-1.303350395,0.056737459,0.0325,0.03,0.0625
438.1B,0.7531,0.583908196,0.783685306,0.085935984,0.0893,0.1008,0.1901
438.2B,0.691,1.737284914,0.933867101,0.073526282,0.087,0.0908,0.1778
438.3B,0.7257,0.982724234,1.364494669,0.080817417,0.0915,0.0875,0.179
448.1BCX3,0.2912,-6.109790553,0.661631041,0.055758736,0.0357,0.0341,0.0698
450.1B,0.5324,0.455144833,-0.732088313,0.06192858,0.0673,0.0665,0.1338
450.2B,0.4448,-2.010878386,0.832491603,0.061056966,0.0521,0.0554,0.1075
453.1B,0.6277,1.492910594,-0.130528635,0.067574551,0.0869,0.0795,0.1664
453.3B,0.5974,1.048388282,0.387550376,0.066091382,0.0819,0.0749,0.1568
500.1B,0.322,-7.105118249,0.673131013,0.068452381,0.0247,0.0323,0.057
501.1B,0.6361,1.395576664,-1.344386985,0.069515327,0.0799,0.0818,0.1617
501.2B,0.6642,2.895685371,0.364598751,0.065843866,0.0862,0.081,0.1672
