D:\MassHunter\GCMS\1\data\Stachys_bullata\FINAL_RUNS\GAV102.D 16 Mar 20  08:18 pm
Start of data points
3.09247,7967
3.09818,7524
3.1039,7936
3.10963,8109
3.11535,7411
3.12107,8003
3.1268,8230
3.13252,8029
3.13823,7896
3.14397,8120
3.14968,7163
3.1554,6727
3.16113,7081
3.16685,7432
3.17257,6584
3.1783,6313
3.18402,6677
3.18973,6916
3.19547,6552
3.20118,6337
3.2069,6445
3.21263,5671
3.21835,5750
3.22407,5717
3.22978,6157
3.23552,5417
3.24123,6410
3.24695,5827
3.25268,6054
3.2584,5726
3.26412,5704
3.26985,5643
3.27557,6053
3.28128,6742
3.28702,6470
3.29273,5587
3.29845,6695
3.30418,5241
3.3099,5938
3.31562,6153
3.32135,7111
3.32707,7089
3.33278,6991
3.33852,6253
3.34423,5868
3.34995,5548
3.35568,5918
3.3614,4971
3.36712,4664
3.37285,5582
3.37857,5214
3.38428,5502
3.39002,4733
3.39573,4767
3.40145,4977
3.40717,5208
3.4129,4823
3.41862,4866
3.42433,4683
3.43007,4635
3.43578,3502
3.4415,3889
3.44723,4443
3.45295,4434
3.45867,4541
3.4644,4289
3.47012,4050
3.47583,4989
3.48157,3680
3.48728,4293
3.493,3552
3.49873,3428
3.50445,4028
3.51017,5269
3.5159,4175
3.52162,3811
3.52733,3643
3.53307,3739
3.53878,3919
3.5445,4321
3.55023,3936
3.55595,3154
3.56167,3799
3.56738,3808
3.57312,4454
3.57883,3653
3.58455,3685
3.59028,3623
3.596,3442
3.60172,3373
3.60745,3687
3.61317,3680
3.61888,4079
3.62462,3414
3.63033,3869
3.63605,3429
3.64178,3502
3.6475,3600
3.65322,3905
3.65895,3571
3.66467,4203
3.67038,3584
3.67612,3900
3.68183,3273
3.68755,3347
3.69328,3386
3.699,3553
3.70472,3075
3.71045,3213
3.71617,2751
3.72188,3231
3.72762,3512
3.73333,3631
3.73905,2768
3.74477,3618
3.7505,3239
3.75622,2972
3.76193,3422
3.76767,3410
3.77338,2740
3.7791,3550
3.78483,2960
3.79055,2880
3.79627,3106
3.802,3462
3.80772,2713
3.81343,4025
3.81917,2913
3.82488,2819
3.8306,3531
3.83633,3475
3.84205,2924
3.84777,3293
3.8535,2953
3.85922,3312
3.86493,2686
3.87067,2958
3.87638,3327
3.8821,2775
3.88783,2996
3.89355,3244
3.89927,2779
3.90498,2723
3.91072,3355
3.91643,3265
3.92215,2773
3.92788,2636
3.9336,2979
3.93932,2622
3.94505,3029
3.95077,2947
3.95648,2589
3.96222,3075
3.96793,3762
3.97365,4214
3.97938,7389
3.9851,10204
3.99082,13156
3.99655,16139
4.00227,15078
4.00798,12372
4.01372,10758
4.01943,9583
4.02515,8123
4.03088,6635
4.0366,5667
4.04232,5410
4.04805,4946
4.05377,4173
4.05948,4515
4.06522,4057
4.07093,3436
4.07665,3088
4.08237,3174
4.0881,3950
4.09382,3347
4.09953,3447
4.10527,2855
4.11098,2666
4.1167,3464
4.12243,3515
4.12815,3019
4.13387,3282
4.1396,3446
4.14532,3195
4.15103,3334
4.15677,2711
4.16248,2192
4.1682,2580
4.17393,2568
4.17965,2442
4.18537,2831
4.1911,2267
4.19682,2658
4.20253,2630
4.20827,2669
4.21398,2551
4.2197,2637
4.22543,2483
4.23115,2009
4.23687,3378
4.2426,2872
4.24832,2466
4.25403,2409
4.25975,2098
4.26548,2584
4.2712,2478
4.27692,1931
4.28265,2375
4.28837,2535
4.29408,2390
4.29982,2167
4.30553,2142
4.31125,2058
4.31698,2572
4.3227,2160
4.32842,1999
4.33415,2121
4.33987,2506
4.34558,2485
4.35132,2635
4.35703,2142
4.36275,2049
4.36848,2212
4.3742,2299
4.37992,2013
4.38565,2099
4.39137,2598
4.39708,2008
4.40282,2276
4.40853,1960
4.41425,2430
4.41998,2643
4.4257,2132
4.43142,2290
4.43713,2166
4.44287,2425
4.44858,1977
4.4543,2306
4.46003,2464
4.46575,2350
4.47147,2773
4.4772,2126
4.48292,2142
4.48863,2270
4.49437,2569
4.50008,2182
4.5058,1888
4.51153,2079
4.51725,2534
4.52297,2063
4.5287,2373
4.53442,1944
4.54013,2179
4.54587,2657
4.55158,2274
4.5573,1856
4.56303,1908
4.56875,2023
4.57447,1919
4.5802,2101
4.58592,2177
4.59163,1978
4.59735,1700
4.60308,1849
4.6088,1449
4.61452,1854
4.62025,1860
4.62597,2169
4.63168,2186
4.63742,1761
4.64313,2302
4.64885,1774
4.65458,2024
4.6603,2208
4.66602,2159
4.67175,2171
4.67747,1941
4.68318,2030
4.68892,2548
4.69463,1773
4.70035,2498
4.70608,2636
4.7118,3306
4.71752,4981
4.72325,10304
4.72897,14351
4.73468,17496
4.74042,16204
4.74613,13639
4.75185,11127
4.75758,9587
4.7633,7788
4.76902,5258
4.77473,4517
4.78047,4716
4.78618,3618
4.7919,3198
4.79763,2665
4.80335,2865
4.80907,2975
4.8148,2223
4.82052,2544
4.82623,2979
4.83197,2450
4.83768,2310
4.8434,2156
4.84913,1883
4.85485,2548
4.86057,2672
4.8663,2409
4.87202,2432
4.87773,2422
4.88347,1850
4.88918,2060
4.8949,1976
4.90063,2040
4.90635,1846
4.91207,2677
4.9178,2483
4.92352,1531
4.92923,1861
4.93497,1801
4.94068,2131
4.9464,1845
4.95212,1673
4.95785,1941
4.96357,2192
4.96928,2875
4.97502,3086
4.98073,3546
4.98645,3041
4.99218,3150
4.9979,3231
5.00362,2552
5.00935,2073
5.01507,1832
5.02078,1242
5.02652,2107
5.03223,1757
5.03795,2273
5.04368,1596
