File Path	chrom://thermoelectronn/ChromeleonLocal/Visitors/Micah/2019 experiment/2019_1_31_samples.seq/28883.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	547.1
Injection Number	418
Position	BC2
Comment	
Processing Method	Micah Cardenolides
Instrument Method	Cardenolide_test_equilibrate_charles
Type	Unknown
Status	Finished
Injection Date	6/18/2019
Injection Time	4:32:18 AM
Injection Volume (µl)	2.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	25.003333
Data Points	7502
Detector	UV
Generating Data System	Chromeleon 7.2.4.8525
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.008709
Signal Max.	591.245586
Channel	UV_VIS_1
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:220 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
0.733333	0.2	15.342811
0.736667	0.2	15.298166
0.740000	0.2	15.286430
0.743333	0.2	15.307254
0.746667	0.2	15.356637
0.750000	0.2	15.426684
0.753333	0.2	15.506465
0.756667	0.2	15.583894
0.760000	0.2	15.647579
0.763333	0.2	15.687862
0.766667	0.2	15.697197
0.770000	0.2	15.670522
0.773333	0.2	15.605486
0.776667	0.2	15.501972
0.780000	0.2	15.361338
0.783333	0.2	15.186364
0.786667	0.2	14.981644
0.790000	0.2	14.753209
0.793333	0.2	14.507687
0.796667	0.2	14.251842
0.800000	0.2	13.991910
0.803333	0.2	13.733123
0.806667	0.2	13.480232
0.810000	0.2	13.237629
0.813333	0.2	13.008672
0.816667	0.2	12.795518
0.820000	0.2	12.599324
0.823333	0.2	12.420210
0.826667	0.2	12.257137
0.830000	0.2	12.108156
0.833333	0.2	11.971243
0.836667	0.2	11.845048
0.840000	0.2	11.729122
0.843333	0.2	11.623686
0.846667	0.2	11.529041
0.850000	0.2	11.445040
0.853333	0.2	11.370907
0.856667	0.2	11.305405
0.860000	0.2	11.247038
0.863333	0.2	11.194057
0.866667	0.2	11.144528
0.870000	0.2	11.096591
0.873333	0.2	11.048660
0.876667	0.2	10.999344
0.880000	0.2	10.947312
0.883333	0.2	10.891218
0.886667	0.2	10.829488
0.890000	0.2	10.760506
0.893333	0.2	10.683481
0.896667	0.2	10.598836
0.900000	0.2	10.507723
0.903333	0.2	10.411595
0.906667	0.2	10.312139
0.910000	0.2	10.211112
0.913333	0.2	10.109953
0.916667	0.2	10.009551
0.920000	0.2	9.910512
0.923333	0.2	9.813724
0.926667	0.2	9.720619
0.930000	0.2	9.632758
0.933333	0.2	9.551309
0.936667	0.2	9.476773
0.940000	0.2	9.408596
0.943333	0.2	9.345329
0.946667	0.2	9.285641
0.950000	0.2	9.228741
0.953333	0.2	9.173884
0.956667	0.2	9.120056
0.960000	0.2	9.066054
0.963333	0.2	9.010777
0.966667	0.2	8.953960
0.970000	0.2	8.896721
0.973333	0.2	8.840687
0.976667	0.2	8.786320
0.980000	0.2	8.732599
0.983333	0.2	8.678511
0.986667	0.2	8.624188
0.990000	0.2	8.570420
0.993333	0.2	8.517805
0.996667	0.2	8.466492
1.000000	0.2	8.416532
1.003333	0.2	8.368198
1.006667	0.2	8.321660
1.010000	0.2	8.276686
1.013333	0.2	8.233061
1.016667	0.2	8.191083
1.020000	0.2	8.151340
1.023333	0.2	8.113942
1.026667	0.2	8.078529
1.030000	0.2	8.045424
1.033333	0.2	8.016359
1.036667	0.2	7.994177
1.040000	0.2	7.982668
1.043333	0.2	7.986806
1.046667	0.2	8.012717
1.050000	0.2	8.067271
1.053333	0.2	8.157333
1.056667	0.2	8.288303
1.060000	0.2	8.462438
1.063333	0.2	8.678076
1.066667	0.2	8.929811
1.070000	0.2	9.208864
1.073333	0.2	9.503515
1.076667	0.2	9.800193
1.080000	0.2	10.085010
1.083333	0.2	10.344677
1.086667	0.2	10.567045
1.090000	0.2	10.742109
1.093333	0.2	10.862836
1.096667	0.2	10.925226
1.100000	0.2	10.928023
1.103333	0.2	10.872362
1.106667	0.2	10.761280
1.110000	0.2	10.599199
1.113333	0.2	10.391767
1.116667	0.2	10.146184
1.120000	0.2	9.871319
1.123333	0.2	9.576891
1.126667	0.2	9.272241
1.130000	0.2	8.965577
1.133333	0.2	8.663872
1.136667	0.2	8.373185
1.140000	0.2	8.098659
1.143333	0.2	7.843787
1.146667	0.2	7.610215
1.150000	0.2	7.398621
1.153333	0.2	7.209285
1.156667	0.2	7.041944
1.160000	0.2	6.895765
1.163333	0.2	6.769564
1.166667	0.2	6.662027
1.170000	0.2	6.571707
1.173333	0.2	6.496630
1.176667	0.2	6.434186
1.180000	0.2	6.381670
1.183333	0.2	6.336774
1.186667	0.2	6.297857
1.190000	0.2	6.263844
1.193333	0.2	6.233563
1.196667	0.2	6.205506
1.200000	0.2	6.178413
1.203333	0.2	6.151589
1.206667	0.2	6.124798
1.210000	0.2	6.098173
1.213333	0.2	6.071964
1.216667	0.2	6.046141
1.220000	0.2	6.020232
1.223333	0.2	5.993472
1.226667	0.2	5.965013
1.230000	0.2	5.934485
1.233333	0.2	5.902684
1.236667	0.2	5.871047
1.240000	0.2	5.840181
1.243333	0.2	5.809396
1.246667	0.2	5.777589
1.250000	0.2	5.744556
1.253333	0.2	5.711350
1.256667	0.2	5.679072
1.260000	0.2	5.647770
1.263333	0.2	5.616708
1.266667	0.2	5.585155
1.270000	0.2	5.552966
1.273333	0.2	5.520643
1.276667	0.2	5.488830
1.280000	0.2	5.457984
1.283333	0.2	5.428397
1.286667	0.2	5.400102
1.290000	0.2	5.372786
1.293333	0.2	5.346044
1.296667	0.2	5.319719
1.300000	0.2	5.293872
1.303333	0.2	5.268426
1.306667	0.2	5.242999
1.310000	0.2	5.217530
1.313333	0.2	5.192876
1.316667	0.2	5.170151
1.320000	0.2	5.149704
1.323333	0.2	5.131102
1.326667	0.2	5.113951
1.330000	0.2	5.098257
1.333333	0.2	5.083736
1.336667	0.2	5.069545
1.340000	0.2	5.055282
1.343333	0.2	5.041535
1.346667	0.2	5.028896
1.350000	0.2	5.017031
1.353333	0.2	5.005079
1.356667	0.2	4.992446
1.360000	0.2	4.978818
1.363333	0.2	4.963804
1.366667	0.2	4.947179
1.370000	0.2	4.929410
1.373333	0.2	4.911509
1.376667	0.2	4.894290
1.380000	0.2	4.877953
1.383333	0.2	4.862012
1.386667	0.2	4.845353
1.390000	0.2	4.826869
1.393333	0.2	4.806207
1.396667	0.2	4.783757
1.400000	0.2	4.760129
1.403333	0.2	4.735798
1.406667	0.2	4.711209
1.410000	0.2	4.686897
1.413333	0.2	4.663106
1.416667	0.2	4.639499
1.420000	0.2	4.615523
1.423333	0.2	4.591098
1.426667	0.2	4.566908
1.430000	0.2	4.543757
1.433333	0.2	4.521757
1.436667	0.2	4.500376
1.440000	0.2	4.479131
1.443333	0.2	4.457966
1.446667	0.2	4.437060
1.450000	0.2	4.416568
1.453333	0.2	4.396562
1.456667	0.2	4.377074
1.460000	0.2	4.358317
1.463333	0.2	4.340855
1.466667	0.2	4.325340
1.470000	0.2	4.311996
1.473333	0.2	4.300459
1.476667	0.2	4.290214
1.480000	0.2	4.281247
1.483333	0.2	4.274088
