File Path	chrom://thermoelectronn/ChromeleonLocal/Visitors/Micah/2019 experiment/2019_1_31_samples.seq/306.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	925
Injection Number	181
Position	BG6
Comment	
Processing Method	Micah Cardenolides
Instrument Method	Cardenolide_test_equilibrate_charles
Type	Unknown
Status	Finished
Injection Date	2/7/2019
Injection Time	5:10:03 AM
Injection Volume (µl)	2.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	25.003333
Data Points	7502
Detector	UV
Generating Data System	Chromeleon 7.2.4.8525
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.005756
Signal Max.	1,062.150784
Channel	UV_VIS_1
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:220 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
0.520000	0.2	52.009321
0.523333	0.2	51.847387
0.526667	0.2	51.759773
0.530000	0.2	51.890107
0.533333	0.2	52.385980
0.536667	0.2	53.380435
0.540000	0.2	54.971103
0.543333	0.2	57.201316
0.546667	0.2	60.047878
0.550000	0.2	63.420116
0.553333	0.2	67.171941
0.556667	0.2	71.124024
0.560000	0.2	75.091046
0.563333	0.2	78.908464
0.566667	0.2	82.452824
0.570000	0.2	85.651188
0.573333	0.2	88.478488
0.576667	0.2	90.944130
0.580000	0.2	93.072155
0.583333	0.2	94.881891
0.586667	0.2	96.374631
0.590000	0.2	97.527957
0.593333	0.2	98.297775
0.596667	0.2	98.627237
0.600000	0.2	98.458978
0.603333	0.2	97.746356
0.606667	0.2	96.461321
0.610000	0.2	94.598370
0.613333	0.2	92.175291
0.616667	0.2	89.231932
0.620000	0.2	85.827713
0.623333	0.2	82.038017
0.626667	0.2	77.949697
0.630000	0.2	73.656266
0.633333	0.2	69.253281
0.636667	0.2	64.833785
0.640000	0.2	60.483565
0.643333	0.2	56.276944
0.646667	0.2	52.273669
0.650000	0.2	48.517270
0.653333	0.2	45.035588
0.656667	0.2	41.843038
0.660000	0.2	38.943066
0.663333	0.2	36.330088
0.666667	0.2	33.991238
0.670000	0.2	31.908383
0.673333	0.2	30.060545
0.676667	0.2	28.426267
0.680000	0.2	26.985175
0.683333	0.2	25.718444
0.686667	0.2	24.608810
0.690000	0.2	23.640657
0.693333	0.2	22.799849
0.696667	0.2	22.073546
0.700000	0.2	21.450324
0.703333	0.2	20.919767
0.706667	0.2	20.471498
0.710000	0.2	20.094968
0.713333	0.2	19.779724
0.716667	0.2	19.515316
0.720000	0.2	19.291161
0.723333	0.2	19.096675
0.726667	0.2	18.921866
0.730000	0.2	18.758024
0.733333	0.2	18.597797
0.736667	0.2	18.435145
0.740000	0.2	18.265478
0.743333	0.2	18.085760
0.746667	0.2	17.895115
0.750000	0.2	17.695465
0.753333	0.2	17.491091
0.756667	0.2	17.287592
0.760000	0.2	17.091202
0.763333	0.2	16.908286
0.766667	0.2	16.744861
0.770000	0.2	16.606062
0.773333	0.2	16.495237
0.776667	0.2	16.413417
0.780000	0.2	16.359607
0.783333	0.2	16.330951
0.786667	0.2	16.322715
0.790000	0.2	16.328990
0.793333	0.2	16.343571
0.796667	0.2	16.359993
0.800000	0.2	16.371303
0.803333	0.2	16.370533
0.806667	0.2	16.351576
0.810000	0.2	16.309632
0.813333	0.2	16.241051
0.816667	0.2	16.143276
0.820000	0.2	16.015138
0.823333	0.2	15.856878
0.826667	0.2	15.670039
0.830000	0.2	15.457490
0.833333	0.2	15.223080
0.836667	0.2	14.971191
0.840000	0.2	14.706679
0.843333	0.2	14.434845
0.846667	0.2	14.161079
0.850000	0.2	13.890171
0.853333	0.2	13.625872
0.856667	0.2	13.371317
0.860000	0.2	13.129392
0.863333	0.2	12.902122
0.866667	0.2	12.690304
0.870000	0.2	12.494124
0.873333	0.2	12.313474
0.876667	0.2	12.147467
0.880000	0.2	11.994384
0.883333	0.2	11.852508
0.886667	0.2	11.720638
0.890000	0.2	11.597824
0.893333	0.2	11.483163
0.896667	0.2	11.375907
0.900000	0.2	11.275800
0.903333	0.2	11.183718
0.906667	0.2	11.102586
0.910000	0.2	11.038331
0.913333	0.2	11.000552
0.916667	0.2	11.002884
0.920000	0.2	11.062451
0.923333	0.2	11.197624
0.926667	0.2	11.424502
0.930000	0.2	11.753060
0.933333	0.2	12.184269
0.936667	0.2	12.708872
0.940000	0.2	13.307193
0.943333	0.2	13.950146
0.946667	0.2	14.602338
0.950000	0.2	15.226319
0.953333	0.2	15.786110
0.956667	0.2	16.249712
0.960000	0.2	16.591387
0.963333	0.2	16.793686
0.966667	0.2	16.848227
0.970000	0.2	16.755347
0.973333	0.2	16.523527
0.976667	0.2	16.168354
0.980000	0.2	15.710912
0.983333	0.2	15.175914
0.986667	0.2	14.589488
0.990000	0.2	13.976953
0.993333	0.2	13.361130
0.996667	0.2	12.761472
1.000000	0.2	12.194018
1.003333	0.2	11.671211
1.006667	0.2	11.200964
1.010000	0.2	10.786276
1.013333	0.2	10.426326
1.016667	0.2	10.118172
1.020000	0.2	9.858008
1.023333	0.2	9.641797
1.026667	0.2	9.465227
1.030000	0.2	9.323342
1.033333	0.2	9.210775
1.036667	0.2	9.122615
1.040000	0.2	9.054841
1.043333	0.2	9.003979
1.046667	0.2	8.966641
1.050000	0.2	8.939449
1.053333	0.2	8.919228
1.056667	0.2	8.903182
1.060000	0.2	8.888926
1.063333	0.2	8.874269
1.066667	0.2	8.857542
1.070000	0.2	8.838446
1.073333	0.2	8.817952
1.076667	0.2	8.797219
1.080000	0.2	8.777196
1.083333	0.2	8.759100
1.086667	0.2	8.744236
1.090000	0.2	8.732963
1.093333	0.2	8.724488
1.096667	0.2	8.717628
1.100000	0.2	8.711325
1.103333	0.2	8.704596
1.106667	0.2	8.696221
1.110000	0.2	8.684627
1.113333	0.2	8.668108
1.116667	0.2	8.645057
1.120000	0.2	8.614299
1.123333	0.2	8.575738
1.126667	0.2	8.530522
1.130000	0.2	8.480309
1.133333	0.2	8.426685
1.136667	0.2	8.371073
1.140000	0.2	8.314738
1.143333	0.2	8.258834
1.146667	0.2	8.204308
1.150000	0.2	8.151945
1.153333	0.2	8.102610
1.156667	0.2	8.057216
1.160000	0.2	8.016646
1.163333	0.2	7.981666
1.166667	0.2	7.952747
1.170000	0.2	7.929963
1.173333	0.2	7.912955
1.176667	0.2	7.901155
1.180000	0.2	7.894189
1.183333	0.2	7.891832
1.186667	0.2	7.893775
