File Path	chrom://thermoelectronn/ChromeleonLocal/Visitors/Micah/2019 experiment/2019_1_31_samples.seq/136.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	1039.3
Injection Number	208
Position	BA11
Comment	
Processing Method	Micah Cardenolides
Instrument Method	Cardenolide_test_equilibrate_charles
Type	Unknown
Status	Finished
Injection Date	3/20/2019
Injection Time	7:01:48 PM
Injection Volume (µl)	2.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	25.003333
Data Points	7502
Detector	UV
Generating Data System	Chromeleon 7.2.4.8525
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.007206
Signal Max.	839.627359
Channel	UV_VIS_1
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:220 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
0.990000	0.2	10.772532
0.993333	0.2	11.072678
0.996667	0.2	11.384727
1.000000	0.2	11.695409
1.003333	0.2	11.991104
1.006667	0.2	12.258630
1.010000	0.2	12.486586
1.013333	0.2	12.666530
1.016667	0.2	12.793213
1.020000	0.2	12.863635
1.023333	0.2	12.876419
1.026667	0.2	12.832476
1.030000	0.2	12.735317
1.033333	0.2	12.589995
1.036667	0.2	12.402413
1.040000	0.2	12.179525
1.043333	0.2	11.929098
1.046667	0.2	11.659394
1.050000	0.2	11.379519
1.053333	0.2	11.099466
1.056667	0.2	10.829512
1.060000	0.2	10.579324
1.063333	0.2	10.356867
1.066667	0.2	10.167530
1.070000	0.2	10.013817
1.073333	0.2	9.895502
1.076667	0.2	9.810058
1.080000	0.2	9.753235
1.083333	0.2	9.719557
1.086667	0.2	9.702332
1.090000	0.2	9.693436
1.093333	0.2	9.683861
1.096667	0.2	9.665239
1.100000	0.2	9.631072
1.103333	0.2	9.576990
1.106667	0.2	9.500645
1.110000	0.2	9.401330
1.113333	0.2	9.279367
1.116667	0.2	9.135973
1.120000	0.2	8.973613
1.123333	0.2	8.796029
1.126667	0.2	8.607652
1.130000	0.2	8.413052
1.133333	0.2	8.216745
1.136667	0.2	8.023174
1.140000	0.2	7.836633
1.143333	0.2	7.660617
1.146667	0.2	7.497335
1.150000	0.2	7.348507
1.153333	0.2	7.216026
1.156667	0.2	7.101151
1.160000	0.2	7.003607
1.163333	0.2	6.921702
1.166667	0.2	6.853264
1.170000	0.2	6.796483
1.173333	0.2	6.749847
1.176667	0.2	6.711785
1.180000	0.2	6.680736
1.183333	0.2	6.655202
1.186667	0.2	6.633616
1.190000	0.2	6.614573
1.193333	0.2	6.597138
1.196667	0.2	6.580675
1.200000	0.2	6.564670
1.203333	0.2	6.548963
1.206667	0.2	6.534176
1.210000	0.2	6.522058
1.213333	0.2	6.515236
1.216667	0.2	6.516451
1.220000	0.2	6.528212
1.223333	0.2	6.553006
1.226667	0.2	6.593507
1.230000	0.2	6.652397
1.233333	0.2	6.731512
1.236667	0.2	6.831014
1.240000	0.2	6.949575
1.243333	0.2	7.085006
1.246667	0.2	7.234456
1.250000	0.2	7.394256
1.253333	0.2	7.559855
1.256667	0.2	7.725945
1.260000	0.2	7.886679
1.263333	0.2	8.036209
1.266667	0.2	8.169380
1.270000	0.2	8.281879
1.273333	0.2	8.370207
1.276667	0.2	8.432021
1.280000	0.2	8.466264
1.283333	0.2	8.472873
1.286667	0.2	8.452701
1.290000	0.2	8.407384
1.293333	0.2	8.338818
1.296667	0.2	8.249058
1.300000	0.2	8.140675
1.303333	0.2	8.016884
1.306667	0.2	7.881655
1.310000	0.2	7.739799
1.313333	0.2	7.596299
1.316667	0.2	7.455247
1.320000	0.2	7.319793
1.323333	0.2	7.192956
1.326667	0.2	7.077643
1.330000	0.2	6.975913
1.333333	0.2	6.888866
1.336667	0.2	6.816980
1.340000	0.2	6.759956
1.343333	0.2	6.716439
1.346667	0.2	6.684223
1.350000	0.2	6.660705
1.353333	0.2	6.643191
1.356667	0.2	6.628994
1.360000	0.2	6.615447
1.363333	0.2	6.600039
1.366667	0.2	6.580598
1.370000	0.2	6.555520
1.373333	0.2	6.523879
1.376667	0.2	6.485083
1.380000	0.2	6.438628
1.383333	0.2	6.384292
1.386667	0.2	6.322173
1.390000	0.2	6.252550
1.393333	0.2	6.175844
1.396667	0.2	6.092622
1.400000	0.2	6.003557
1.403333	0.2	5.909299
1.406667	0.2	5.810362
1.410000	0.2	5.707192
1.413333	0.2	5.600722
1.416667	0.2	5.493019
1.420000	0.2	5.386591
1.423333	0.2	5.282913
1.426667	0.2	5.182371
1.430000	0.2	5.085162
1.433333	0.2	4.991589
1.436667	0.2	4.902216
1.440000	0.2	4.817993
1.443333	0.2	4.739675
1.446667	0.2	4.667257
1.450000	0.2	4.600412
1.453333	0.2	4.539054
1.456667	0.2	4.483018
1.460000	0.2	4.431619
1.463333	0.2	4.383965
1.466667	0.2	4.339477
1.470000	0.2	4.297985
1.473333	0.2	4.259653
1.476667	0.2	4.224906
1.480000	0.2	4.194203
1.483333	0.2	4.167599
1.486667	0.2	4.144387
1.490000	0.2	4.123472
1.493333	0.2	4.104353
1.496667	0.2	4.087188
1.500000	0.2	4.071931
1.503333	0.2	4.058083
1.506667	0.2	4.045109
1.510000	0.2	4.032815
1.513333	0.2	4.021690
1.516667	0.2	4.012718
1.520000	0.2	4.006611
1.523333	0.2	4.003266
1.526667	0.2	4.001988
1.530000	0.2	4.002031
1.533333	0.2	4.002586
1.536667	0.2	4.002781
1.540000	0.2	4.002475
1.543333	0.2	4.002402
1.546667	0.2	4.002900
1.550000	0.2	4.003305
1.553333	0.2	4.002921
1.556667	0.2	4.001723
1.560000	0.2	3.999940
1.563333	0.2	3.997610
1.566667	0.2	3.994761
1.570000	0.2	3.991573
1.573333	0.2	3.988096
1.576667	0.2	3.984246
1.580000	0.2	3.980018
1.583333	0.2	3.975339
1.586667	0.2	3.970170
1.590000	0.2	3.964727
1.593333	0.2	3.959260
1.596667	0.2	3.953942
1.600000	0.2	3.949110
1.603333	0.2	3.945208
1.606667	0.2	3.942284
1.610000	0.2	3.940049
1.613333	0.2	3.938805
1.616667	0.2	3.939566
1.620000	0.2	3.943121
1.623333	0.2	3.949454
1.626667	0.2	3.957652
